customer_id,lead_date,product_searched,gender,nationality,province,dob,booking_date,product_booked,Booking_Price,Discount
94,2016-12-03,Premium_Economy,Male,India,Dubai,31/07/1984,2016-12-03,Premium_Economy,5000.0,180.0
95,2016-12-03,Premium_Economy,Male,U.A.E.,Sharjah,20/02/1963,,,,
96,2016-12-03,Premium_Economy,Male,U.A.E.,Al-Ain,,,,,
97,2016-12-03,Business,Male,Lebanon,Dubai,19/10/1957,2016-12-03,Business,8000.0,330.0
98,2016-12-03,Economy,Male,Egypt,Dubai,06/05/1975,2016-12-03,Economy,4000.0,250.0
99,2016-12-03,Business,Male,U.A.E.,Al-Ain,30/06/1976,,,,
100,2016-12-03,Premium_Economy,Male,U.A.E.,Fujairah,01/10/1982,2016-12-03,Premium_Economy,5000.0,200.0
101,2016-12-03,Business,Male,Pakistan,Dubai,11/09/1980,,,,
102,2016-12-03,Business,Male,Syria,Dubai,07/10/1971,,,,
103,2016-12-03,Business,Male,Lebanon,Dubai,23/08/1963,2016-12-03,Business,8000.0,760.0
104,2016-12-03,Business,Male,U.A.E.,Sharjah,10/02/1990,2016-12-03,Business,8000.0,800.0
105,2016-12-03,Business,Male,Kenya,Ajman,22/04/1974,2016-12-03,Business,8000.0,160.0
106,2016-12-03,Premium_Economy,Male,Egypt,Abu Dhabi,30/05/1977,,,,
107,2016-12-03,Economy,Female,Egypt,Abu Dhabi,01/09/1971,,,,
108,2016-12-03,Business,Female,U.A.E.,Ajman,19/10/1982,2016-12-03,Business,8000.0,610.0
109,2016-12-03,Economy,Male,U.A.E.,Ras Al Khaimah,14/11/1973,,,,
110,2016-12-03,Economy,Male,Egypt,Abu Dhabi,07/10/1974,,,,
111,2016-12-03,Premium_Economy,Male,U.A.E.,Sharjah,29/01/1964,2016-12-03,Premium_Economy,5000.0,220.0
112,2016-12-03,Premium_Economy,Female,U.A.E.,Abu Dhabi,02/01/1995,,,,
113,2016-12-03,Business,Male,U.A.E.,Dubai,13/01/1978,,,,
114,2016-12-03,Premium_Economy,Male,U.A.E.,Abu Dhabi,27/08/1983,,,,
115,2016-12-03,Economy,Male,Syria,Dubai,13/05/1985,,,,
116,2016-12-03,Business,Male,Pakistan,Dubai,13/08/1952,2016-12-03,Business,8000.0,480.0
117,2016-12-03,Business,Male,U.A.E.,Dubai,,,,,
118,2016-12-03,Economy,Female,India,Ajman,22/02/1972,,,,
119,2016-12-03,Economy,Male,Egypt,,06/01/1972,,,,
120,2016-12-03,Premium_Economy,Male,Jordan,,01/01/1978,2016-12-03,Premium_Economy,5000.0,130.0
121,2016-12-03,Business,Female,U.A.E.,Ajman,17/11/1981,2016-12-03,Business,8000.0,110.0
122,2016-12-03,Business,Male,Kenya,Ajman,23/03/1975,,,,
123,2016-12-03,Economy,Male,India,Dubai,22/09/1989,2016-12-03,Economy,4000.0,320.0
124,2016-12-03,Premium_Economy,Male,India,Dubai,30/12/1980,,,,
125,2016-12-03,Premium_Economy,Male,India,Fujairah,17/11/1977,2016-12-03,Premium_Economy,5000.0,500.0
126,2016-12-03,Economy,Male,Morocco,Abu Dhabi,28/08/1990,,,,
127,2016-12-03,Business,Female,U.A.E.,Sharjah,17/03/1963,,,,
128,2016-12-03,Business,Male,U.A.E.,Fujairah,06/11/1983,2016-12-03,Business,8000.0,590.0
129,2016-12-03,Business,Male,U.A.E.,Ras Al Khaimah,08/05/1991,,,,
130,2016-12-03,Economy,Male,Egypt,Sharjah,08/12/1979,,,,
131,2016-12-03,Premium_Economy,Female,Yemen,Dubai,15/03/1979,,,,
132,2016-12-03,Premium_Economy,Male,Philippines,Abu Dhabi,24/06/1975,2016-12-03,Premium_Economy,5000.0,470.0
133,2016-12-03,Business,Male,U.A.E.,Ras Al Khaimah,31/12/1977,,,,
134,2016-12-03,Premium_Economy,Male,India,Dubai,18/08/1984,,,,
135,2016-12-03,Economy,Male,U.A.E.,Al-Ain,11/04/1987,,,,
136,2016-12-03,Economy,Male,Syria,Umm Al Quwain,14/01/1971,,,,
137,2016-12-03,Premium_Economy,Male,Australia,Dubai,28/12/1986,,,,
138,2016-12-03,Premium_Economy,Male,Egypt,Dubai,25/09/1971,,,,
139,2016-12-03,Economy,Male,India,Dubai,06/05/1984,,,,
140,2016-12-03,Premium_Economy,Male,U.A.E.,Fujairah,14/12/1984,,,,
141,2016-12-03,Business,Male,U.A.E.,Fujairah,28/03/1981,,,,
142,2016-12-03,Economy,Male,Pakistan,Dubai,28/07/1978,2016-12-03,Economy,4000.0,250.0
143,2016-12-03,Premium_Economy,Male,Not Known,,,,,,
144,2016-12-03,Premium_Economy,Male,India,Dubai,09/12/1966,,,,
145,2016-12-03,Premium_Economy,,,,,,,,
146,2016-12-03,Business,Male,United Kingdom,Dubai,18/04/1969,,,,
147,2016-12-03,Premium_Economy,Female,India,Dubai,10/08/1976,,,,
148,2016-12-03,Premium_Economy,Male,Jordan,Abu Dhabi,29/10/1982,2016-12-03,Premium_Economy,5000.0,600.0
149,2016-12-03,Business,Male,U.A.E.,Ras Al Khaimah,19/05/1972,2016-12-03,Business,8000.0,670.0
150,2016-12-03,Economy,Female,U.A.E.,Abu Dhabi,30/11/1980,,,,
151,2016-12-03,Business,Male,U.A.E.,Al-Ain,23/02/1987,,,,
152,2016-12-03,Premium_Economy,Male,India,Abu Dhabi,31/10/1978,,,,
153,2016-12-03,Business,Male,U.A.E.,Al-Ain,05/03/1978,,,,
154,2016-12-03,Premium_Economy,Female,Azerbaijan,Dubai,22/06/1989,,,,
155,2016-12-03,Business,Male,India,Dubai,23/05/1977,,,,
156,2016-12-03,Economy,Male,Jordan,Abu Dhabi,06/12/1962,,,,
157,2016-12-03,Economy,Male,Egypt,Abu Dhabi,26/11/1974,,,,
158,2016-12-03,Premium_Economy,Male,Egypt,Al-Ain,30/12/1981,,,,
159,2016-12-03,Economy,Male,India,Dubai,11/03/1955,2016-12-03,Economy,4000.0,270.0
160,2016-12-03,Economy,Male,Jordan,Dubai,05/09/1981,,,,
161,2016-12-03,Business,Male,U.A.E.,Fujairah,08/10/1982,,,,
162,2016-12-03,Economy,Male,U.A.E.,Dubai,18/10/1989,2016-12-03,Economy,4000.0,500.0
163,2016-12-03,Economy,Male,Sri Lanka,Dubai,11/09/1981,,,,
164,2016-12-03,Business,Male,U.A.E.,Fujairah,06/03/1996,,,,
165,2016-12-03,Business,Male,U.A.E.,Abu Dhabi,28/02/1981,2016-12-03,Business,8000.0,290.0
166,2016-12-03,Business,Male,Not Known,,,,,,
167,2016-12-03,Business,Male,U.A.E.,Abu Dhabi,03/06/1996,2016-12-03,Business,8000.0,500.0
168,2016-12-03,Business,Female,U.A.E.,Abu Dhabi,22/07/1984,2016-12-03,Business,8000.0,460.0
169,2016-12-03,Economy,Male,India,,03/10/1982,2016-12-03,Economy,4000.0,900.0
170,2016-12-03,Economy,Male,Jordan,Abu Dhabi,02/04/1955,,,,
171,2016-12-03,Business,Male,U.A.E.,Dubai,13/05/1977,,,,
172,2016-12-03,Business,Male,Oman,Fujairah,29/03/1974,,,,
173,2016-12-03,Economy,Female,Jordan,Dubai,29/03/1980,,,,
174,2016-12-03,Economy,Male,India,Dubai,19/02/1971,2016-12-03,Economy,4000.0,400.0
175,2016-12-03,Business,Male,U.A.E.,Fujairah,,,,,
176,2016-12-03,Premium_Economy,Male,U.A.E.,Al-Ain,30/07/1985,,,,
177,2016-12-03,Business,Male,U.A.E.,Al-Ain,09/11/1979,2016-12-03,Business,8000.0,510.0
178,2016-12-03,Business,Male,U.A.E.,Sharjah,14/03/1986,,,,
179,2016-12-03,Premium_Economy,Male,India,Dubai,26/10/1972,2016-12-03,Premium_Economy,5000.0,160.0
180,2016-12-03,Business,Male,U.A.E.,Fujairah,,,,,
181,2016-12-03,Economy,Male,Pakistan,Dubai,22/10/1950,,,,
182,2016-12-03,Premium_Economy,Male,Pakistan,Dubai,25/09/1983,,,,
183,2016-12-03,Business,Male,U.A.E.,Abu Dhabi,29/08/1971,2016-12-03,Business,8000.0,460.0
184,2016-12-03,Economy,Male,Egypt,Fujairah,31/08/1976,,,,
185,2016-12-03,Business,Male,India,Dubai,26/08/1969,2016-12-03,Business,8000.0,510.0
186,2016-12-03,Economy,Male,India,Ajman,29/12/1979,2016-12-03,Economy,4000.0,900.0
187,2016-12-03,Premium_Economy,Male,U.A.E.,Dubai,23/12/1974,,,,
188,2016-12-03,Business,Male,U.A.E.,Sharjah,02/08/1985,,,,
189,2016-12-03,Business,Male,U.A.E.,Abu Dhabi,08/11/1979,,,,
190,2016-12-03,Business,Male,U.A.E.,Al-Ain,05/07/1984,2016-12-03,Business,8000.0,620.0
191,2016-12-03,Economy,Female,Egypt,Abu Dhabi,10/01/1962,,,,
192,2016-12-03,Economy,Male,Egypt,Al-Ain,17/11/1961,,,,
193,2016-12-03,Economy,Male,U.A.E.,Fujairah,12/01/1967,,,,
194,2016-12-03,Premium_Economy,Male,Sudan,Dubai,03/03/1972,,,,
195,2016-12-03,Premium_Economy,Male,India,Dubai,10/10/1986,,,,
196,2016-12-03,Economy,Male,Palestinian,Abu Dhabi,29/04/1976,2016-12-03,Economy,4000.0,230.0
197,2016-12-03,Economy,Male,Egypt,Abu Dhabi,23/10/1972,,,,
198,2016-12-03,Premium_Economy,Male,Croatia,Dubai,,,,,
199,2016-12-03,Economy,Male,Egypt,Dubai,21/05/1976,,,,
200,2016-12-03,Business,Male,U.A.E.,Abu Dhabi,12/08/1987,,,,
201,2016-12-03,Business,Male,U.A.E.,Al-Ain,25/08/1976,2016-12-03,Business,8000.0,290.0
202,2016-12-03,Premium_Economy,Male,Philippines,Dubai,08/09/1985,2016-12-03,Premium_Economy,5000.0,700.0
203,2016-12-03,Economy,Male,Egypt,Abu Dhabi,01/09/1989,,,,
204,2016-12-03,Business,Male,U.A.E.,Sharjah,13/12/1965,,,,
205,2016-12-03,Business,Female,India,Dubai,14/10/1985,,,,
206,2016-12-03,Economy,Male,Pakistan,Dubai,22/07/1949,2016-12-03,Economy,4000.0,290.0
207,2016-12-03,Business,Male,India,Abu Dhabi,21/06/1957,,,,
208,2016-12-03,Business,Male,India,Dubai,24/03/1956,2016-12-03,Business,8000.0,600.0
209,2016-12-03,Economy,Male,U.A.E.,Sharjah,20/01/1993,2016-12-03,Economy,4000.0,310.0
210,2016-12-03,Economy,Male,India,Abu Dhabi,09/07/1969,2016-12-03,Economy,4000.0,270.0
211,2016-12-03,Economy,Male,India,Abu Dhabi,09/09/1973,,,,
212,2016-12-03,Premium_Economy,Male,India,Dubai,25/11/1982,,,,
213,2016-12-03,Economy,Male,U.A.E.,Abu Dhabi,27/05/1938,2016-12-03,Economy,4000.0,280.0
214,2016-12-03,Economy,Female,India,Dubai,02/07/1978,,,,
215,2016-12-03,Business,Male,Pakistan,Dubai,17/02/1978,,,,
216,2016-12-03,Business,Male,Sudan,Abu Dhabi,17/07/1973,,,,
217,2016-12-03,Business,Male,U.A.E.,Al-Ain,22/10/1973,2016-12-03,Business,8000.0,700.0
218,2016-12-03,Business,Male,Jordan,,30/09/1977,2016-12-03,Business,8000.0,490.0
219,2016-12-03,Premium_Economy,Female,United Kingdom,Dubai,02/03/1982,2016-12-03,Premium_Economy,5000.0,310.0
220,2016-12-03,Business,Male,Not Known,,,,,,
221,2016-12-03,Economy,Female,Egypt,Sharjah,27/12/1988,,,,
222,2016-12-03,Economy,Male,Pakistan,Dubai,09/04/1988,2016-12-03,Economy,4000.0,300.0
223,2016-12-03,Premium_Economy,Female,India,Dubai,16/08/1974,,,,
224,2016-12-03,Economy,Male,Egypt,Sharjah,10/04/1990,,,,
225,2016-12-03,Premium_Economy,Male,United Kingdom,Abu Dhabi,,,,,
226,2016-12-03,Business,Male,U.A.E.,Dubai,23/12/1980,,,,
227,2016-12-03,Business,Male,Egypt,Dubai,26/12/1970,,,,
228,2016-12-03,Business,Male,United Kingdom,Dubai,17/11/1985,2016-12-03,Business,8000.0,430.0
229,2016-12-03,Premium_Economy,Female,China,Dubai,28/10/1983,,,,
230,2016-12-03,Business,Male,U.A.E.,Al-Ain,05/02/1979,2016-12-03,Business,8000.0,490.0
231,2016-12-03,Business,Male,India,Dubai,17/04/1976,,,,
232,2016-12-03,Business,Female,U.A.E.,Abu Dhabi,01/12/1989,2016-12-03,Business,8000.0,720.0
233,2016-12-04,Economy,Male,Egypt,Abu Dhabi,02/06/1984,,,,
234,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,25/11/1950,2016-12-04,Business,8000.0,740.0
235,2016-12-04,Premium_Economy,Female,Philippines,Dubai,18/01/1977,2016-12-04,Premium_Economy,5000.0,800.0
236,2016-12-04,Economy,Male,India,Dubai,23/03/1983,2016-12-04,Economy,4000.0,700.0
237,2016-12-04,Economy,Male,Egypt,Sharjah,07/08/1989,,,,
238,2016-12-04,Business,Female,U.A.E.,Dubai,01/12/1980,2016-12-04,Business,8000.0,240.0
239,2016-12-04,Business,Male,U.A.E.,Umm Al Quwain,14/07/1984,,,,
240,2016-12-04,Economy,Male,India,,20/05/1988,2016-12-04,Economy,4000.0,700.0
241,2016-12-04,Business,Male,U.A.E.,Sharjah,08/01/1958,2016-12-04,Business,8000.0,330.0
242,2016-12-04,Business,Female,Syria,Dubai,04/04/1985,,,,
243,2016-12-04,Business,Male,U.A.E.,Sharjah,17/12/1956,,,,
244,2016-12-04,Business,Male,U.A.E.,Al-Ain,24/03/1981,,,,
245,2016-12-04,Business,Male,India,Abu Dhabi,22/11/1959,,,,
246,2016-12-04,Business,Male,Armenian,Dubai,,,,,
247,2016-12-04,Economy,Male,U.A.E.,Ras Al Khaimah,13/08/1965,2016-12-04,Economy,4000.0,0.0
248,2016-12-04,Business,Male,Yemen,Abu Dhabi,28/11/1982,,,,
249,2016-12-04,Economy,Male,India,Abu Dhabi,20/12/1978,2016-12-04,Economy,4000.0,230.0
250,2016-12-04,Premium_Economy,Female,South Africa,Abu Dhabi,21/12/1978,,,,
251,2016-12-04,Business,Male,China,,15/11/1978,,,,
252,2016-12-04,Economy,Male,U.A.E.,Al-Ain,23/11/1992,2016-12-04,Economy,4000.0,700.0
253,2016-12-04,Business,Female,U.A.E.,Sharjah,24/09/1984,2016-12-04,Business,8000.0,370.0
254,2016-12-04,Business,Male,U.A.E.,Al-Ain,15/04/1961,,,,
255,2016-12-04,Business,Male,New Zealand,Abu Dhabi,07/07/1960,2016-12-04,Business,8000.0,720.0
256,2016-12-04,Economy,Male,Afghanistan,Dubai,03/06/1956,2016-12-04,Economy,4000.0,700.0
257,2016-12-04,Economy,Male,India,Sharjah,13/10/1990,2016-12-04,Economy,4000.0,300.0
258,2016-12-04,Premium_Economy,Male,U.A.E.,Dubai,23/05/1982,2016-12-04,Premium_Economy,5000.0,410.0
259,2016-12-04,Economy,Male,Egypt,Dubai,18/09/1974,2016-12-04,Economy,4000.0,400.0
260,2016-12-04,Business,Female,U.A.E.,Al-Ain,17/02/1984,,,,
261,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,01/10/1968,2016-12-04,Business,8000.0,270.0
262,2016-12-04,Premium_Economy,Male,India,Dubai,25/10/1984,2016-12-04,Premium_Economy,5000.0,170.0
263,2016-12-04,Premium_Economy,Male,Canada,Dubai,20/04/1944,2016-12-04,Premium_Economy,5000.0,100.0
264,2016-12-04,Business,Male,Pakistan,Dubai,22/04/1988,,,,
265,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,27/08/1992,2016-12-04,Business,8000.0,640.0
266,2016-12-04,Business,Male,U.A.E.,Al-Ain,15/11/1987,,,,
267,2016-12-04,Economy,Male,India,Sharjah,22/11/1974,,,,
268,2016-12-04,Premium_Economy,Male,U.A.E.,Fujairah,04/06/1965,2016-12-04,Premium_Economy,5000.0,420.0
269,2016-12-04,Business,Male,U.A.E.,Ras Al Khaimah,09/03/1950,,,,
270,2016-12-04,Economy,Male,Pakistan,Dubai,13/02/1987,2016-12-04,Economy,4000.0,500.0
271,2016-12-04,Economy,Male,India,Abu Dhabi,30/07/1987,,,,
272,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,04/11/1971,,,,
273,2016-12-04,Business,Male,India,Abu Dhabi,07/11/1983,2016-12-04,Business,8000.0,720.0
274,2016-12-04,Business,Female,U.A.E.,Ajman,07/03/1972,,,,
275,2016-12-04,Business,Male,U.A.E.,Ras Al Khaimah,11/10/1979,2016-12-04,Business,8000.0,450.0
276,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,21/03/1982,2016-12-04,Business,8000.0,340.0
277,2016-12-04,Economy,Male,India,Dubai,09/01/1991,2016-12-04,Economy,4000.0,220.0
278,2016-12-04,Economy,Male,Oman,Fujairah,07/06/1971,,,,
279,2016-12-04,Premium_Economy,Female,Egypt,Abu Dhabi,09/06/1989,2016-12-04,Premium_Economy,5000.0,430.0
280,2016-12-04,Economy,Male,India,Abu Dhabi,,,,,
281,2016-12-04,Economy,Male,Pakistan,Dubai,24/08/1979,2016-12-04,Economy,4000.0,180.0
282,2016-12-04,Business,Male,U.A.E.,Al-Ain,27/04/1976,,,,
283,2016-12-04,Economy,Male,India,Dubai,17/11/1978,,,,
284,2016-12-04,Economy,Male,India,Abu Dhabi,10/08/1980,,,,
285,2016-12-04,Economy,Male,Cameroonian,Abu Dhabi,02/03/1980,2016-12-04,Economy,4000.0,100.0
286,2016-12-04,Business,Male,U.A.E.,Fujairah,04/01/1980,,,,
287,2016-12-04,Premium_Economy,Male,U.A.E.,Fujairah,10/02/1968,2016-12-04,Premium_Economy,5000.0,340.0
288,2016-12-04,Business,Male,Lebanon,Abu Dhabi,12/02/1981,,,,
289,2016-12-04,Business,Male,U.A.E.,Dubai,19/05/1973,2016-12-04,Business,8000.0,440.0
290,2016-12-04,Business,Male,U.A.E.,Al-Ain,,,,,
291,2016-12-04,Economy,Male,Philippines,Dubai,13/06/1980,,,,
292,2016-12-04,Economy,Male,India,Dubai,15/06/1971,,,,
293,2016-12-04,Economy,Male,U.A.E.,Abu Dhabi,16/08/1966,2016-12-04,Economy,4000.0,200.0
294,2016-12-04,Economy,Male,India,Abu Dhabi,03/09/1980,,,,
295,2016-12-04,Economy,Male,Lebanon,Umm Al Quwain,30/04/1984,2016-12-04,Economy,4000.0,310.0
296,2016-12-04,Premium_Economy,Male,Egypt,Abu Dhabi,06/05/1964,2016-12-04,Premium_Economy,5000.0,470.0
297,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,22/02/1976,2016-12-04,Business,8000.0,300.0
298,2016-12-04,Economy,Male,Syria,Sharjah,22/03/1991,,,,
299,2016-12-04,Business,Male,U.A.E.,Abu Dhabi,20/11/1948,,,,
300,2016-12-04,Economy,Male,India,Abu Dhabi,15/01/1984,,,,
301,2016-12-04,Business,Male,China,Dubai,06/08/1988,2016-12-04,Business,8000.0,210.0
302,2016-12-04,Economy,Male,India,Dubai,02/11/1984,2016-12-04,Economy,4000.0,900.0
303,2016-12-04,Premium_Economy,Male,Jordan,Ajman,26/10/1980,2016-12-04,Premium_Economy,5000.0,140.0
304,2016-12-04,Economy,Male,Egypt,Al-Ain,06/12/1976,,,,
305,2016-12-04,Business,Male,U.A.E.,Ras Al Khaimah,06/06/1981,2016-12-04,Business,8000.0,230.0
306,2016-12-04,Business,Male,Bangladesh,Abu Dhabi,10/04/1986,,,,
307,2016-12-04,Business,Male,Bangladesh,Abu Dhabi,19/10/1981,2016-12-04,Business,8000.0,290.0
